spotify_id,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,chroma_mean,chroma_std,contrast_mean,contrast_std,zcr_mean,zcr_std,centroid_mean,centroid_std
2WNjQBE2ELqnOMdPDyEg7T,-8.740944,23.551153,80.585304,17.16517,2.38394,9.569625,28.926788,16.963295,0.6707794,14.156268,16.864473,7.4384747,6.618152,9.417175,16.26276,10.128964,3.7461221,8.023796,9.550227,6.4149804,6.258812,6.841803,10.055046,6.324142,3.6712341,6.553924,0.5055574,0.2677795,19.974023624871514,12.221427288811284,0.08320886948529412,0.025403663542298886,2464.3683860222636,379.42495321802863
0fsBZnSWeW2IObLZuAO2sX,6.741557,34.333813,63.60998,21.845438,18.650917,14.119837,21.219671,12.649285,1.8587037,9.507611,6.0241246,9.328034,-4.018652,8.0736,4.147188,8.350875,3.00244,9.122967,10.555703,8.912427,7.7611027,7.856628,11.760343,7.7791114,5.861828,7.9591227,0.56362545,0.26626676,19.502418087463386,11.722632669842746,0.10582606589147286,0.08180024518949272,3030.324018623271,759.2615744597433
2zpIU1OroZ3mUzrnYqoLBa,-6.9639463,38.491886,93.811775,25.709772,23.8048,15.97927,9.00832,9.308888,5.8749204,6.461553,12.722771,5.878064,3.6591759,4.9654,12.259422,5.6109433,-0.9979896,5.418815,6.3194714,4.2863245,2.8242323,5.0796347,10.837844,5.109057,8.423071,5.4388433,0.5072749,0.25867468,21.15258852667364,11.57759272681599,0.06772748161764706,0.02949976231529265,2458.640981421616,730.8428911231794
3aE4H40sir4lVzMG7MxYBj,38.39646,25.277702,64.631905,11.474274,-7.772431,9.5214405,20.884222,7.530877,1.7528311,6.3105793,6.5624213,6.0694036,-1.9832643,5.451484,7.2261543,5.3568163,5.4126496,5.7085295,3.6517148,5.5647326,-4.7406178,4.5395417,1.6209923,5.3264666,-1.6594669,5.7062554,0.27349612,0.26884764,23.150005818068966,10.618433878264351,0.14251916844040247,0.026689538199456915,2989.363457673847,318.21563266868685
5Ie5RZQsRAFaBy1EIBnc5e,-27.854286,44.218487,75.41653,21.45057,5.9811354,20.992651,2.175238,18.293528,10.412647,22.019579,2.155252,14.561057,-6.359972,16.436821,14.580014,14.543502,-11.545151,11.830334,2.113914,10.85777,5.025603,10.055734,0.94445443,8.544085,5.834084,8.989596,0.42999673,0.28746918,21.896017298727756,10.819839010085143,0.09386111043924149,0.0535859441576566,2788.4726859736975,712.3010084506117
2ZceU5sfgcH5h7bIsFuuXT,-121.0673,65.62487,89.52146,31.299166,-17.401056,19.01525,14.978988,11.730529,-6.5910573,14.003024,9.477625,11.480323,-8.717067,9.557911,-6.7637115,8.127078,-10.978175,8.443698,-8.725187,10.437187,-9.975768,7.778286,0.50619966,7.589027,-3.613613,6.737181,0.28204376,0.29029086,25.35514649098094,11.348361120163782,0.12676841085271318,0.07498808797261637,2429.215205653913,908.6049546143315
2GIjf3xE6zFCw7ot6HL4TI,-40.992374,25.130016,74.31398,16.752123,-4.875815,13.120751,21.742765,9.602994,7.3653555,11.924727,10.246914,8.076411,-1.626771,6.926171,9.669875,5.6473613,-5.313379,6.797066,10.593778,7.517336,-0.95708966,6.7112403,5.5076094,6.2164617,-0.7346851,5.3212748,0.4350756,0.28669518,21.498687373369364,12.06240177882471,0.12002724095394737,0.04359703384461254,2788.2962479000307,525.1398512789976
1uneiO81sTTdPvsjr54yPK,-64.70293,48.613346,91.1348,19.452696,5.2273507,14.132129,21.966757,11.552709,5.0960326,8.188599,7.8425307,10.033973,1.4289881,7.1170006,5.843288,7.523921,0.47701654,6.352901,10.041979,7.8207364,5.088394,7.1992292,9.25061,6.391439,4.6607876,7.5317674,0.3656459,0.30249476,22.95355822789734,10.964812308136036,0.077017674874226,0.030432387444759262,2272.406958938857,550.3322030225347
3cBsEDNhFI9E82vPj3kvi3,-62.330017,43.521526,113.66402,30.51732,-5.668723,22.742474,2.7072215,19.410933,3.1144078,15.828357,6.3638706,12.398708,-7.102057,13.632502,1.0995326,9.656579,-2.6669264,8.521685,-0.020865567,8.495949,-2.2482014,9.981243,-0.63042116,7.539862,-5.9068456,7.3411493,0.34545156,0.28858015,23.602974092192508,10.705641836274403,0.08502442917956657,0.03609083354296481,2025.0926949802144,762.7400786670245
0VgtjIiWXKMxqtYnhHmQ8U,-216.29576,67.18347,116.79642,44.34494,-45.612556,28.443363,0.8101251,11.086628,-17.33085,11.283956,3.8558323,7.4814763,-13.552,7.5567045,-9.832423,6.905294,-10.120127,4.0151396,-3.2494738,6.5781517,-9.300523,5.4017477,-7.393303,4.772109,-15.526271,5.480585,0.42643934,0.2936679,21.231285352848904,12.399762890675994,0.10390942458397832,0.038942526295654305,2013.4148045900881,779.8833486760938
3vIw7vxgUTPtppVwMfhcwo,-72.33011,54.768196,80.022156,33.457413,5.0259075,26.145014,32.71545,17.40222,21.441895,15.7684,14.289381,15.197307,5.259925,11.07519,10.446069,12.50245,-0.9711428,11.301643,7.652341,8.17535,-6.453922,10.388562,4.434684,9.986826,-5.412246,7.0237536,0.38641912,0.2918323,24.032616277616118,11.992345054661557,0.08593674414667182,0.05875128167018767,2328.364326816395,874.4840665105442
6GomT970rCOkKAyyrwJeZi,-33.049034,60.912704,73.79723,39.504555,-3.3691785,20.767046,32.19652,16.249498,9.577695,12.769536,19.862713,12.019705,5.6177754,10.281641,14.428859,8.487324,7.508794,9.835559,12.639694,9.153531,-0.67853785,7.5173554,5.225363,7.4779296,-1.3471848,6.9575768,0.61890066,0.22917302,20.672467078603322,12.13456842656506,0.08500477699303406,0.07464457756994665,2455.5143774371722,1043.7034383172859
3uGYjUZ5TMaYZV81mUqhgP,6.72928,42.689915,67.70391,20.252918,-13.485838,17.848272,0.90041786,18.441065,-2.499258,17.697031,1.5230507,18.881498,-4.9060917,16.756378,2.1241271,14.273171,-3.1590276,11.908184,2.1309593,10.7623415,-3.9863873,10.376691,2.6052763,8.431448,-0.62717646,7.816814,0.4890967,0.29378155,19.526992145260156,11.747560825186618,0.10513944404069768,0.08941354768646795,2754.488623911089,743.3204966060233
5wp6dhW0dCOO0TG4MGCIPT,-24.748497,34.864708,91.39205,21.342093,-8.045532,12.772885,11.820785,13.056537,0.6778181,9.371972,3.2026968,9.659985,2.3970296,8.030981,1.0663892,8.236933,-5.5961633,8.028405,0.04926841,7.8501153,-3.5539324,7.203428,1.2729962,6.6698546,0.5478834,7.747185,0.3869279,0.2860054,22.463298543112717,10.739980127429192,0.10996078632933437,0.040517485676955275,2450.8194952961267,535.6495784564511
2VBluJiNj9bKohWX0dY1Lh,-210.35217,69.32088,147.78589,37.47069,-15.678535,24.337978,36.70877,14.988205,17.042799,12.815141,-0.27978113,10.080556,8.203239,11.822905,7.103447,9.253468,8.611717,12.253695,1.686168,9.606706,-12.696189,9.44716,14.183488,8.415226,-1.8971115,10.540125,0.28653982,0.30828747,27.017227024437034,10.212171361701376,0.04761724796826625,0.0389709308224797,1274.8066903061458,758.1024952560813
3k5csWve1f3c1MrQD3S1V2,8.325226,20.076899,83.59997,14.786256,-32.79289,10.509598,40.138912,13.470613,3.3307898,7.0482955,6.697923,7.6434646,2.0909884,6.990506,3.8567462,5.8706326,-0.4405544,5.781847,5.2489405,5.47556,0.11862336,5.6283975,4.129366,5.581646,-3.9186497,5.3550906,0.6092084,0.23442167,20.114198728638453,12.305681233914248,0.1474495997000774,0.03218090783733086,2561.333218887587,379.6010712140826
7cITfGsdjGaTP0b5oiLL0z,36.144787,17.440168,74.93533,11.689795,-7.7709394,10.30636,33.625233,7.02455,-2.4952207,7.977436,10.765106,6.3966484,4.413556,5.6181583,11.77657,5.718989,-0.72350943,6.536039,9.383906,6.9153233,0.5537612,7.4891477,7.6735425,7.2572684,-2.0719957,5.557961,0.32830697,0.28187945,22.31233522531773,12.187343726337133,0.12661147929566563,0.029109198533286428,2684.030799452645,357.2325273703709
5NQKpa6uCqZcaFkAbUK4XB,-62.953766,60.81508,101.20908,28.125217,9.130687,24.017454,20.30849,13.343551,6.540051,9.682068,8.954442,10.460061,11.631029,9.234854,3.498262,8.734822,6.8972645,7.013284,12.329884,8.348256,-0.42995006,7.4930644,4.682977,6.7379303,-3.4873538,7.4220033,0.3894691,0.29449794,21.943948870224187,11.095832708483895,0.08451498403637771,0.04446296740518396,2206.2592590768645,805.3133670542353
6cNSOKvw5hYVrOCrLw8joJ,-75.848915,39.34974,102.647865,28.400694,-28.480608,19.620214,25.982742,13.605244,1.7523584,11.380864,9.0995455,10.096587,4.8968863,12.435484,13.969693,9.707284,-8.875641,10.179498,17.422024,10.281512,-3.6481664,7.954207,-2.196505,6.906276,2.2353904,7.1608915,0.32965195,0.29748064,26.30845145302064,11.935607929398856,0.10675596821787926,0.039854538680851294,2110.286648066312,615.9565480315667
4UEo1b0wWrtHMC8bVqPiH8,-109.19913,21.560879,83.81026,17.653872,-22.526108,15.582551,52.930935,11.487706,-4.4288063,8.789661,10.077991,8.827932,3.611213,6.625436,8.34846,6.5486145,-1.6115494,6.1965117,3.8932803,6.313776,-8.356067,6.742235,11.276552,4.889557,-1.1300313,4.8743916,0.48533288,0.26533416,22.18365765081263,12.580920298214243,0.1395083878391473,0.03837877978027905,2507.8949966177747,379.37477575452
5UZA39t4lX42ApegVubl7f,-9.010656,20.928299,92.7625,17.58396,-10.189508,13.171107,-1.6339127,10.805937,-0.77822816,8.561724,3.3248668,7.608144,-5.436673,6.906607,0.8024245,7.8316936,-7.7866054,8.450643,3.8575654,8.138209,2.943979,7.1047144,6.859179,6.5581303,4.7781696,6.7959266,0.2743087,0.28039697,22.83376511725674,11.1709316252705,0.11253179505813954,0.039046923301583,2491.7792339988737,573.646188300591
0pQRf6Sxz1qT0VBykFFCN7,52.245827,20.570217,86.3274,20.636692,1.8295494,12.984164,17.565645,12.963445,-5.4054036,10.28534,12.591419,7.751526,-5.137104,8.666789,8.171159,6.504692,-2.0149891,6.651408,-0.017249944,7.8048916,4.6189394,8.099431,1.9892936,6.0417376,-0.27722746,7.000796,0.3307737,0.29363245,21.861897960623104,11.236406656961172,0.11050877999226007,0.05461526502039254,2542.56869855343,650.3987249952064
22TsEcjgI6XfLUj5OrCLkw,-39.276443,40.072254,85.58968,22.725016,11.718221,18.007637,23.98941,15.103423,15.96869,13.709669,10.211935,9.413273,5.3964996,9.890457,4.864499,7.7450213,1.5017288,8.32857,7.755171,9.3975525,-1.8245288,6.408164,3.8030617,6.805351,-1.5883272,6.4451656,0.44865292,0.2791092,20.429238644648972,11.894774720284968,0.10128812524187307,0.046831821767214406,2566.4040484569728,731.7089720641405
2pqFghgcLFEnrfkVoYqJBl,-37.29153,39.728878,55.96621,22.241959,9.135117,16.853065,24.394852,11.189182,7.1057634,8.031143,6.925112,7.714958,3.7668061,6.867387,7.9989448,5.990676,1.0291785,5.5054655,7.4648666,5.5342536,0.29162732,5.3832827,8.682159,6.6427093,5.551152,5.2139397,0.5348189,0.24147421,23.023656028392057,10.93862828222917,0.11165314193111456,0.05699645828263893,3192.2925062257746,784.678734520775
1sUVNrAso7lmnmg2HITotH,-18.668295,41.12737,79.25072,21.744762,-0.29336765,13.920986,39.42534,12.102675,11.973957,12.670038,15.138318,10.230777,7.460545,8.682821,12.602527,6.557447,5.4724693,6.4229426,7.9428825,6.199721,-0.30640548,6.325101,9.401065,6.140445,3.1461751,6.2038474,0.46135592,0.28084505,21.67742056692217,11.30611234145321,0.08362987978908669,0.0386836550843233,2382.7495496002584,626.3877103556878
2tI2DDT95lnvNhlPWZRMJ3,64.636375,37.272488,52.560722,19.2467,0.035625257,13.689756,15.145597,9.198878,-0.52158564,9.4908695,8.971151,14.271626,3.602784,8.269104,7.71644,7.4844065,3.2053256,8.491418,11.437436,8.996892,2.80704,12.171436,6.967319,8.0458355,-3.1201034,7.9840574,0.46145368,0.28528383,20.85380900655359,11.564279723504562,0.14181546899187306,0.05305456718969755,3326.399547644536,516.7590995345488
3O3lsUYkkrolKZEfH4pTQn,-53.6749,54.17321,96.67751,26.30825,23.350435,19.858292,19.75895,14.037396,11.109533,11.335497,12.076243,10.006593,2.7374086,9.308807,11.064282,7.716131,0.18936586,7.509991,5.892059,10.997419,5.275047,8.892465,3.9738376,7.212024,-2.7140918,6.667008,0.411812,0.29955545,22.368483998139222,11.259020519378979,0.06575697199109908,0.0524796276945091,2184.6377573005493,795.479739355745
7LG0FEpKoKvHCv1S6FUrBY,78.37697,15.179856,64.95215,12.751464,-25.5309,10.704179,21.39856,8.629963,-0.8707837,7.5450907,20.02816,6.25013,5.708488,8.62788,7.2673755,7.1383953,0.9630768,7.2191205,10.722126,7.3824935,10.203518,6.707315,5.0882087,5.9465194,-3.936871,6.2959886,0.5040867,0.27088022,19.90752248935145,12.380435420137799,0.16127718048568113,0.035198722868430836,2918.716330789027,374.8908101868574
5LadlxWduLSOAwCV3thjBN,-26.812748,38.738415,93.43325,32.618183,-6.2143607,18.962378,40.349613,14.557623,9.536649,11.394635,14.139318,11.738042,2.1279004,9.333332,13.509096,8.862866,-9.002576,10.340276,17.088587,10.708105,-4.767654,10.018489,8.365489,7.0840583,0.7788123,7.2881904,0.43363357,0.28328854,23.18649474553134,12.417432153740263,0.08799342105263158,0.04767204753679323,2306.8753995909874,829.8960046213883
047rc63FPRYjXWq7iLhrzg,-315.7484,64.46694,171.68257,42.76785,-8.2396965,27.189926,26.014715,25.241053,33.58173,20.499107,-4.023956,16.216694,-6.269446,17.24356,6.158439,13.936996,-18.77667,11.0287,-3.1591372,15.15854,-4.8664403,12.135203,-4.0995193,8.975274,-0.9997841,10.056744,0.32353866,0.3021788,24.978203538831476,11.38308098700926,0.046674698868034055,0.036629287757633563,1008.5435677825024,703.0950284951235
0WZZENH0kt3O2cBE8q5IRq,23.695665,25.200668,77.35005,13.615755,-10.527406,13.681051,33.43745,12.270831,4.6423936,11.783579,16.247772,7.9925704,4.8963966,9.519073,9.696976,7.752551,1.6364083,8.141123,10.27975,6.4277625,4.906702,7.00053,8.357392,6.931733,1.2088635,5.738635,0.57978153,0.23940398,19.709226715493664,11.984484025510518,0.11278767777670279,0.02990866758003902,2582.9037773212062,349.95471376655837
13EDKAhP6DMS7dV7z95tgH,-85.152214,63.01017,87.11698,30.351416,8.160468,37.004498,9.090038,22.813091,-6.369616,18.422758,-3.2695217,14.819145,-1.9981245,15.404497,-6.9996204,12.037866,2.4803815,11.478181,2.6329725,10.555249,-3.9220817,10.161726,-0.66413426,9.450645,-8.302651,9.638975,0.36752748,0.3010981,23.101969780685675,10.955562764701652,0.09433049535603716,0.057415428031099565,2576.5342834993357,1003.4174199509725
22WJcm9378v0AL2kCeOPuj,6.0714993,21.23877,73.089005,18.313028,-6.849838,12.376196,23.935656,10.376943,2.2361865,13.320383,5.7642546,8.038544,2.2843459,10.444209,11.119981,8.804675,4.9326262,8.137555,4.616154,7.5054703,4.2419696,6.594295,7.038698,6.6614103,-3.5463316,5.987027,0.42433354,0.29112437,20.765125168946557,11.532211211905494,0.12509750507933437,0.04431129799248175,2784.3473747904354,573.2350078725267
2dBud3AlOI7HI9Es8oBa8i,5.891529,21.07464,93.2443,17.67471,-22.84441,15.804487,27.884953,10.84181,6.089761,10.095795,6.370025,7.270512,0.046972457,8.3616905,8.686656,8.368104,-5.2326064,5.729777,-1.4514153,7.2642856,-2.2165077,7.0548997,3.1618226,6.2873583,-4.1513634,6.0835347,0.44694355,0.26840127,21.298909592418322,11.433028515386933,0.11459794649767802,0.03264593512133847,2326.951250161755,470.831658753835
7DVpVWuhf70KsaxZ7VmJbS,-24.055548,31.968027,70.48878,26.77435,7.423175,11.394948,17.491436,12.027584,-0.36349082,9.927981,12.438643,6.9611526,1.7584841,6.5266743,8.042434,6.306239,0.75528276,6.9176908,7.884387,6.7165036,0.49243444,6.683415,6.138021,4.9609957,-1.7001456,4.8016944,0.5031448,0.26468927,20.626703484284537,11.907952058584856,0.12222526243227554,0.0615638622097808,2971.7203787106487,742.9267071152772
54nsNmxvp1ZxWcbKTcJynp,11.648131,21.683601,74.539665,11.995289,-5.259832,13.499836,26.052145,10.186751,6.1445312,7.776875,22.118036,8.273501,10.3599205,10.303483,16.921906,6.260683,2.6747904,6.627918,7.163144,5.337052,-0.10803909,4.453209,7.6378646,5.4889097,0.037683636,4.1547074,0.5515285,0.25720364,19.89645974449387,12.519201959896765,0.09679760061919504,0.024041519618324098,2614.5030639678844,347.6822977763097
0nabIFzv0LsiO0nEXvdQau,13.450159,25.212275,75.50775,15.553361,-18.399813,14.270291,22.183504,11.386092,-1.1847926,8.779711,4.8901987,8.354448,3.7485526,9.27668,7.3861747,7.008479,0.71233416,6.731801,8.77738,6.6377134,4.6658235,6.503237,6.441051,6.074006,-6.6747236,7.2981377,0.39919242,0.3023772,20.361852493984046,11.361461378695664,0.1432478110487616,0.03343854368334563,2702.7079249039393,415.2848623332637
6FhB5ZyT4JsIJ0ozDlXCIp,-17.747654,15.878501,74.55135,15.337081,-18.506275,12.73189,20.339527,8.518644,4.0978394,8.23417,10.951904,6.0104938,4.402412,6.9432807,9.85836,5.5493894,0.69704825,5.31208,9.578487,6.4589825,0.3880902,5.513398,6.3465266,5.1618204,0.6125688,5.3261843,0.45881757,0.263184,20.230460993234615,11.776537223547109,0.14439649951550387,0.03797209165538217,2805.9982884190704,496.3946557964588
5poevcmYCOZ8uZQnUuOPxC,-52.7425,41.02831,89.312454,28.84566,35.708115,17.780613,12.073353,15.889268,7.341945,12.232988,-1.3548597,11.261,5.5467463,11.844279,3.4176886,10.317802,-3.1671867,11.541443,4.143836,9.532433,-7.791645,7.643713,4.357811,8.229706,-4.678082,7.7222524,0.30550408,0.28887376,23.34843428184087,11.49546326890732,0.10660328584558823,0.05588885086242231,2789.303354123634,936.3385359367271
1esc6EuXlZmtPcSaEolqiU,-910.7163,44.417057,0.23406753,4.200193,-0.10623058,1.9062394,0.020591341,0.36950648,0.022806939,0.40928686,-0.031068241,0.557531,0.019007972,0.3411239,0.0019368808,0.034863256,-0.021069393,0.3780768,0.0328196,0.5889292,-0.035697836,0.6405803,0.030962268,0.5556029,-0.022048865,0.39565447,0.0042061196,0.06239712,0.029373279235737782,0.3793407247825296,2.7210719814241485e-05,0.0003983684075560737,16.7934447062549,252.88733291887743
05Z98vhPXAgQpqJALbSebN,46.31555,15.242351,75.015114,11.637474,-10.43407,8.54899,30.004501,8.903683,-1.3964052,9.364691,15.814427,6.907901,1.7277923,6.9730344,9.953664,7.2164383,3.1659806,5.19613,3.7352715,5.0185533,0.3910339,4.9058723,7.3554764,5.353104,0.5267368,4.583443,0.5896946,0.2346754,19.677453087994994,12.55327497186029,0.13754716524767802,0.02726197215168132,2740.7640184462184,275.16596714852454
20yzWFFTYOGX28RLj1A80k,63.298134,11.506021,64.79628,13.49606,-14.017526,11.762394,27.03591,9.033402,9.821933,8.558532,16.927721,7.924599,5.1299505,7.6208186,13.655275,6.3028054,2.4739475,5.741132,8.996546,5.1392946,-0.6507452,5.421947,9.362051,5.777516,-0.9557127,5.0673704,0.6046653,0.22229236,20.054354176278633,12.235998185822377,0.14234456632159442,0.0357592941732842,2962.900216423059,464.33625030265404
4co3il6gimSyfEgN9MV4cl,23.747087,39.34636,75.940186,30.033865,9.10953,13.564752,7.838653,17.808527,-3.947369,9.77304,2.8818235,12.009385,-9.692096,8.409474,-2.6244347,7.3828406,-9.204104,6.295238,-2.7340229,6.736936,-7.86952,6.281001,-1.9970767,6.668594,-7.0583625,6.3144145,0.47655702,0.26665044,19.95741009210706,11.671425573809532,0.15378516229682662,0.08534796406153644,3003.1572834203453,914.5977179123782
2LzNiHhXOhNNoeQoamNuPj,-57.00499,43.945118,97.18164,30.146175,4.261412,12.848667,14.925403,14.957669,1.3134763,11.434277,9.325136,10.038186,-3.7022908,13.104592,1.5305392,8.481981,0.75479233,9.310997,-4.2539735,9.250192,2.8730946,9.032512,-1.2066008,9.49043,-5.6170564,8.321992,0.29217413,0.29727575,23.48622227386631,10.798152548280163,0.10540213178294573,0.046208815324229754,2383.0168284837014,716.110233445501
043bfUkTydw0xJ5JjOT91w,-63.56101,31.549171,100.82203,20.79697,-8.793674,15.266941,21.816936,13.720483,6.621581,8.75845,1.8041635,8.294158,0.4414702,8.048749,13.042365,6.465545,-2.7067528,7.4216,4.7463164,7.185174,0.9567135,7.6762547,4.73902,6.939633,1.7801173,7.1878743,0.39945644,0.28544778,22.333191748768673,11.160939876186243,0.09441391109496124,0.045905244391047484,2171.968650831411,594.5313938890376
3D0MA3iSnhkVpt0P2o45vu,-195.673,145.40584,98.543396,29.94469,-25.417309,22.693975,9.739847,31.476187,-8.532142,24.807621,-3.1096907,29.379452,-2.9467618,17.736916,3.9786584,17.146854,-1.3713353,13.205029,8.208629,7.097955,-8.340861,7.6858373,-0.026154652,8.561461,-0.26541606,8.527267,0.46921977,0.2816009,22.000825393760145,11.8738583521531,0.08552189316860465,0.04460525956133527,1954.2351833196883,722.9422908445446
5H4cctAcxdH3pY88bsEktV,-43.178547,39.10753,82.70051,23.03216,7.765677,13.699016,21.509563,12.875211,-4.3956475,10.452979,16.956877,7.382656,2.4463294,8.312245,7.0226393,8.674655,-1.9561509,7.372255,4.571759,7.946129,5.121275,7.0458913,4.189299,6.4207473,1.5493478,6.1430893,0.4287908,0.2830299,21.279586727932674,11.62200159978135,0.11731145994582043,0.05548016715166534,2653.4858902228702,660.3573581416018
1BYq8GCxY9z9DlEhTQ481A,-180.81012,46.138344,168.62843,14.841404,-34.91748,25.010761,72.666145,16.699635,1.0239147,13.505629,12.690541,10.163194,22.679144,8.864107,-9.228585,9.116109,18.635674,10.328009,-6.3877907,9.894548,4.7630606,8.441104,6.5310473,7.780034,-7.6808515,7.3736453,0.47006947,0.29490644,24.330008882478428,13.686702367545589,0.03915546995936533,0.026821238253196884,1060.1656184560518,418.7664052334231
3feeZeT89PWE9eonRCrFIO,-104.625305,27.042604,131.41057,18.057056,-51.21224,14.392194,62.170998,11.054054,-15.109613,7.9984255,17.487377,8.286381,-7.788739,7.3382936,0.73209906,8.729132,-1.6879609,7.128467,-4.311425,6.424222,0.09794149,6.67658,-0.5935356,6.6503644,-11.691243,7.1706405,0.36204234,0.29401296,23.776941542092587,12.80635414950714,0.10065547600619196,0.025191746391142307,1819.797794351089,282.44142935196584
