spotify_id,artist,track_name,valence,arousal,label_quadrant,lyrics
2WNjQBE2ELqnOMdPDyEg7T,Burgerkill,Undefeated,0.344,0.988,Q2_Angry,"All the lies that you spit
Insult me and really make me sick
Can you control jealousy
I'm not your fancy fantasy
Are you nuts? You just waste your time
Angry like a losing race, you'll never win
Shut the fuck up!
No fear, no compromise I will never be afraid
No regret I'm the one that you hate, undefeated
Hey you just leave me alone, your sick polluted mind
Makes your whole world blind
I was born with a fire in my head, burnin' in my head!
Show your guts and fight like a man should
Don't you dare? No! no, you've got no balls!
Ugh..
Don't tell me that I fuckin' owe you
I won't give in from the truth and pain
Can't ignore there's something wrong with you, I'm done with you
Speak the words but it's sounds too weak
As you weep pretending just like that you are nest
Now I see.. Now I see lies
I will choke you in the death!
I was born with a fire in my head, burnin' in my head!
Show your guts and fight like a man should
Don't you dare? No! no, you've got no balls!
Fuck you! You can't take me
Get your shit out from my fuckin' life!
I'll never coming back! Insane!"
0fsBZnSWeW2IObLZuAO2sX,Audiotricz,Don't Say Goodbye - System of Loudness Remix,0.0701,0.843,Q2_Angry,"Don’t say goodbye
Don’t make me cry
We’re fading again
But I won’t give in
To you
Don’t say goodbye
Don’t make me cry
Don’t say goodbye

Push me away
But I’m here to stay
Under your skin
And I won’t give in
To you
Don’t say goodbye
Don’t make me cry
Don’t say goodbye"
2zpIU1OroZ3mUzrnYqoLBa,Cosmic Gate,Hear Me Out,0.134,0.894,Q2_Angry,"Ooh, ooh
Ooh, ooh

It's 2 a.m. in New York
I'm holdin' onto a feeling
It's louder than these streets and fireworks
Am I still the one who you would call?
Please don't be a stranger, don't you dare to cross that line
You're always in control
If you'd only hear me out

Hear me, hear me, hear me out
Hear me, hear me, hear me out
Without you here, without you now
I'm goin' under
Hear me, hear me, hear me out
Hear me, hear me, hear me out
Without you here, without you now
I'm goin' under
Without you here, without you now
I'm goin' under

Hear me, hear me out
Hear me, hear me out
Ah

Ah
Hear me out, hear me out
I'm goin' under
Hear me out

Hear me, hear me, hear me out
Hear me, hear me, hear me out
Without you here, without you now
I'm goin' under
Under
Under
Hear me, hear me out
Hear me, hear me out
Hear me, hear me out
Ah
Hear me, hear me out
Without you here, without you now
I'm goin' under

Hear me out
Hear me, hear me out
Hear me, hear me out
Hear me, hear me out
Ah"
3aE4H40sir4lVzMG7MxYBj,Matrix & Futurebound,Control,0.369,0.897,Q2_Angry,"I've lost count of the ways I've tried to shut this down
But the flame never goes out
All the dangers I've faced I've taken on my own
I've never had reason to doubt
But you, you've opened through
I've got no defense as you take me over the edge

I don't want to lose control
But the minute I feel you next to me your fire takes hold
Falling like a burning stone
But it feels like you're my gravity
I'm gonna let myself go

The one and only piece that I need to make me feel complete
The rest means nothing to me
The one and only wish that I get is you
Just when you're right there
You know you fill my head, you push my senses over the edge

I don't want to lose control
But the minute I feel you next to me your fire takes hold
Falling like a burning stone
But it feels like you're my gravity
I'm gonna let myself go

Falling into you, there's nothing I can do
I got no defense against you
Falling into you, the ways you pull me through
I keep falling deeper into you

I don't want to lose control
But the minute I feel you next to me your fire takes hold
Falling like a burning stone
But it feels like you're my gravity
I'm gonna let myself go
I don't want to lose control
But the minute I feel you next to me your fire takes hold
Falling like a burning stone
But it feels like you're my gravity
I'm gonna let myself go

I feel you next to me
Next to me, next to me
I feel you next to me
I'm gonna let myself go"
5Ie5RZQsRAFaBy1EIBnc5e,VyOk,Hell On Earth,0.126,0.636,Q2_Angry,"Hell on earth, when I hurt
Everything falls, I'm dead I'm cursed
Got a piece of paper now I'm a poet
Was always alone and didn't even know it
I couldn't ever focus
No one ever noticed
All I ever wanted
Was a better moment
I was at my lowest
Falling out of motion
Holding my grip on life as we know it

Insanity do this shit over and over again
I'll never love anybody again
Touching my heart I got blood on my hands
Devil just asked me if I wanna dance
Insanity do this shit over and over again
I'll never lovе anybody again
Touching my heart I got blood on my hands
Devil just asked mе if I wanna dance

When my life is fleeing from my body, I want some clarity
All my ideas chaotic the thought of my mind is scaring me

Don't know my pinnacle now it's all pitiful, you are the people I did it for
Leave me to die it's a miracle, nothing you've done will ever be forgivable

I can't go longer when will it end?
I can't go through any of this again
What happened to me?
I can't identify any event, I'm very intense
At every attempt
My heart is the victim of every expense
Who I've become, is every regret
This is the hell I made for myself
I've let it possess

Insanity do this shit over and over again
I'll never love anybody again
Touching my heart I got blood on my hands
Devil just asked me if I wanna dance
Insanity do this shit over and over again
I'll never love anybody again
Touching my heart I got blood on my hands
Devil just asked me if I wanna dance"
2ZceU5sfgcH5h7bIsFuuXT,Black Stone Cherry,Things My Father Said,0.17,0.627,Q2_Angry,"The things my father said
Would make me a better man
Hard work and the love of friends
A woman that understands
I hope my father knows
The seeds we've sown still grow
At night, I go to sleep
And pray he is watching over me

Somewhere there's a star
That's shining so bright
That I can see you smile
And all that I need is one last chance
Just to hear you say goodbye

Sometimes I remember when
You taught me to tie my shoes
One thing I will never forget
Is the day that I lost you
I hope you always know
That car that we built will always roll

Somewhere there's a star
That's shining so bright
That I can see you smile
And all that I need is one last chance
Just to hear you say goodbye

And if you have a dream
You better hang on for dear life
And when the cold wind blows
Just let it pass you by
Yeah, things my father said
Yeah, yeah, yeah

Somewhere there's a star
That's shining so bright
That I can see you smile
And all that I need is one last chance
Just to hear you say
Goodbye
Goodbye
Just to hear you say
Goodbye
Goodbye"
2GIjf3xE6zFCw7ot6HL4TI,Scooter,Back in the U.k.,0.348,0.932,Q2_Angry,"This is a journey into the past, the present, and the future
Now close your eyes and join the trip
It's 6am in the morning, and we find ourselves somewhere in England
Welcome Posse!
We're kick it up!
Once again we have the plan
Driving you wild as good as we can
Don't stop us now, we're gonna make you move
Raving outside to the passionate groove
So I wanna check the microphone, I wanna check the microphone
I wanna check, I wanna check
The Rick, the Ferris, and MC H.P. Scooter!
Back in the UK
Yes!
C'mon!
Somewhere is England, banging the bass
Join our trip to this weird place
Back to nature, where we can be
Faster harder, loud and free
I wanna check the microphone, I wanna check the microphone
I wanna check, I wanna check
The Rick, the Ferris, and MC H.P. Scooter!
Back in the UK
Bass!
We started in 1994! In 1996, we're still on the case
Hold tight crew! Together, no one can stop us now!
So I wanna check the microphone, I wanna check the microphone
I wanna check, I wanna check
The bird, the tree, the cow, the sea
The Rick, the Ferris and MC H.P. !"
1uneiO81sTTdPvsjr54yPK,Leeland,Lion and the Lamb - Studio,0.224,0.806,Q2_Angry,"He’s coming on the clouds
Kings and kingdoms will bow down
Every chain will break
As broken hearts declare His praise
For who can stop the Lord Almighty?

Our God is the Lion, the Lion of Judah
He’s roaring with power and fighting our battles
Every knee will bow before Him
Our God is the Lamb, the Lamb that was slain
For the sins of the world, His blood breaks the chains
And every knee will bow before the Lion and the Lamb
Oh, every knee will bow before Him

So open up the gates
Make way before the King of kings, woah, woah
The God who comes to save
Is here to set the captives free
For who can stop the Lord Almighty?

And our God is the Lion, the Lion of Judah
He’s roaring with power and fighting our battles
Every knee will bow before Him
Our God is the Lamb, the Lamb that was slain
For the sins of the world, His blood breaks the chains
And every knee will bow before the Lion and the Lamb
Oh, every knee will bow before Him

Who can stop the Lord Almighty?
For who can stop the Lord Almighty?
Who can stop the Lord Almighty?
Who can stop the Lord Almighty?
For who can stop the Lord Almighty?
Who can stop the Lord Almighty?
For who can stop the Lord Almighty?
Oh, who can stop the Lord, yeah?

Our God is the Lion, the Lion of Judah
He’s roaring with power and fighting our battles
Every knee will bow before Him
Our God is the Lamb, the Lamb that was slain
For the sins of the world, His blood breaks the chains
And every knee will bow before the Lion and the Lamb
Oh, every knee will bow before Him

Every knee will bow before the Lion"
3cBsEDNhFI9E82vPj3kvi3,Morgan Wallen,Wasted On You,0.252,0.657,Q2_Angry,"I don't always wake up in the mornin', pour myself a strong one
Aw, but when I get lonely I do
Your memory gets to burnin', lean back on the bourbon
Sure as hell can't keep leanin' on you

Looks like I'm learnin' the hard way again
It's all my fault, yeah, I dropped the ball
You're gone and I'm gone three sheets to the wind
Thinkin' 'bout all

I've wasted on you
All of this time and all of this money
All of the these sorries I don't owe you honey
All of these miles on this Chevy, and prayers in a pew
All them days I spent wasted on you
Wasted on you

Yeah, I swore this one'd be different, my heart wouldn't listen
To my head and these boots on my feet
Looks like I'm learnin' the hard way again
That's why I've been

Wasted on you
All of this time and all of this money
All these sorries I don't owe you, honey
All of these miles on this Chevy and prayers in a pew
All them days I spent wasted on you
Wasted on you

Like this pile of your stuff that's packed up in a bag
Right down to the flame of this match
Wasted on you, wasted on you
Wasted on you, wasted on you

Wasted on you
All of this time and all of this money
All these sorries I don't owe you, honey
All of these miles on this Chevy and prayers in a pew
All them days I spent wasted on you
Wasted on you

Wasted on you, wasted on you"
0VgtjIiWXKMxqtYnhHmQ8U,Chris Lake,Stay With Me,0.241,0.846,Q2_Angry,"Uh, I want you to stay with me

I see you wanting me
Do you like what you see?
Feel your energy
Watching over me
Let me find what you keep
What you're hiding from me
I could take you aside
Keep you safe for the night

Uh, I want you to stay
Uh, I want you to stay
Uh, I want you to stay
Uh, I want you to stay with me

I feel you looking at me
Do you like what you see?
Feel your energy
Watching over me
Let me find what you keep
What you’re hiding from me
I can hear you speak
That you're watching over me

Uh, I want you to stay
Uh, I want you to stay
Uh, I want you to stay
Uh, I want you to stay"
3vIw7vxgUTPtppVwMfhcwo,Sick Puppies,All The Same,0.189,0.76,Q2_Angry,"I don't mind where you come from
As long as you come to me
But I don't like illusions
I can't see them clearly
I don't care, no I wouldn't dare
To fix the twist in you
You've shown me eventually what you'll do
I don't mind, I don't care
As long as you're here

Go ahead, tell me you'll leave again
You'll just come back running
Holding your scarred heart in hand
It's all the same
And I'll take you for who you are
If you take me for everything
And do it all over again
It's all the same

Hours slide and days go by
Until you decide to come
But in-between it always seems too long for certain
But I have the skill, yeah I have the will
To breathe you in while I can
However long you stay is all that I am
I don't mind, I don't care
As long as you're here

Go ahead, tell me you'll leave again
You'll just come back running
Holding your scarred heart in hand
It's all the same
And I'll take you for who you are
If you take me for everything
And do it all over again
It's all the same

Wrong or right
Black or white
If I close my eyes, it's all the same
In my life, the compromise
I'll close my eyes
It's all the same
Go ahead, say it
You're leaving
You'll just come back running
Holding your scarred heart in hand
It's all the same
And I'll take you for who you are now
If you take me for everything
And do it all over again
It's all the same"
6GomT970rCOkKAyyrwJeZi,Öwnboss,Move Your Body,0.249,0.821,Q2_Angry,"The time is now and I'm here to stay
Come with me, baby (Come with me, baby), it's time to play
I took a vow, so we'll be okay
Come with me, baby (Come with me, baby), I'm yours today

Move your feet, step up to the beat
Got the urge to move your body
Move your feet, step up to the beat
Got the urge to move your body


The time is now and I'm here to stay
Come with me, baby (Come with me, baby), it's time to play
I took a vow, so we'll be okay
Come with me, baby (Comе with me, baby), I'm yours today

Move your feet, step up to thе beat
Got the urge to move your body
Move your feet, step up to the beat
Got the urge to move your body"
3uGYjUZ5TMaYZV81mUqhgP,Wildstylez,Back 2 Basics - Edit,0.0558,0.976,Q2_Angry,"Yeah, you know
We gotta remember why we fell in love with house music
We gotta get back to the basics

(Back) 
Back to the basics


Yeah, you know
We gotta remember why we fell in love with house music

We gotta get back to the basics


Yeah, you know
I see people stressing out and spazzing out all the time
Talking about what kinda style they like
They like it hard
They like it minimal
They like it techy
They like it tracky
And the funny thing is what everybody forgets
When they're going on about what kinda music they like
And what kinda style they like in this day and age
The digital age, the computer age
Is at the end of the day
It's all house music
That we live for

That we live for


Yeah, you know
We gotta remember why we fell in love with house music
We gotta get back to the basics


(Back) 
Back to the basics"
5wp6dhW0dCOO0TG4MGCIPT,Friction,By Your Side,0.208,0.837,Q2_Angry,"In the dead of night
Just close your eyes
And hold on tight
For sunrise
Wait for me
I hope you'll breathe
Yeah, you guide them on

If you need me now, need me now
Yeah, I'll come, I'll come
If I come around, come around
Yeah, I'll run, I'll run
If you need me now, need me now
I'll come, I'll come
Close your eyes, close your eyes
And I'll be by your side


Close your eyes, close your eyes
And I'll be by your side

I'll be by your sidе

Those summer nights
Our hazy eyеs
We got so high
Just you and I
It's been a long time
But it will be all right
Yeah, you guide them on

If you need me now, need me now
Yeah, I'll come, I'll come
If I come around, come around
Yeah, I'll run, I'll run
If you need me now, need me now
I'll come, I'll come
Close your eyes, close your eyes
And I'll be by your side

Oh, I'll be by your side
I'll be, I'll be by your side
I'll be, I'll be happier
Oh, oh, oh

Close your eyes, close your eyes
And I'll be by your side

Close your eyes, close your eyes
And I'll be by your side"
2VBluJiNj9bKohWX0dY1Lh,Paramore,Last Hope,0.255,0.711,Q2_Angry,"I don't even know myself at all
I thought I would be happy by now
But the more I try to push it, I realize
Gotta let go of control

Gotta let it happen
Gotta let it happen
Gotta let it happen
Just let it happen

It's just a spark, but it's enough
To keep me going
And when it's dark out, no one's around
It keeps glowing

Every night, I try my best to dream
Tomorrow makes it better
Then I wake up to the cold reality
And not a thing has changed

But it will happen
Gotta let it happen
Gotta let it happen
Gotta let it happen

It's just a spark, but it's enough
To keep me going
And when it's dark out, no one's around
It keeps glowing
It's just a spark, but it's enough
To keep me going
And when it's dark out, no one's around
It keeps glowing

And the salt in my wounds
Isn't burning any more than it used to
It's not that I don't feel the pain
It's just I'm not afraid of hurting anymore
And the blood in these veins
Isn't pumping any less than it ever has
And that's the hope I have
The only thing I know is keeping me alive
Alive

Gotta let it happen
Gotta let it happen
Gotta let it happen
Gotta let it happen
Gotta let it happen
Gotta let it happen
Gotta let it happen
Gotta let it happen

It's just a spark, but it's enough
To keep me going (So if I let go of control now, I can be strong)
And when it's dark out, no one's around
It keeps glowing
It's just a spark, but it's enough
To keep me going (So if I keep my eyes closed with a blind hope)
And when it's dark out, no one's around
It keeps glowing

Ah, ah, ah
Ah, ah, ah
Ooh, ooh, oh
Ooh, ooh, ooh"
3k5csWve1f3c1MrQD3S1V2,MACABRE,Son of Sam - 80's Version,0.0483,0.993,Q2_Angry,"I am Sam; Sam I am
I would not like green eggs and ham
I am Sam; Son of Sam
With my 44 in hand
You're gonna be dead when I shoot you in the head
There's no time to cry, now it's time to die
My father has told me to kill you
And that's just what I'm going to do
I have a gun and I'm insane
I'll make your life go down the drain
You're gonna be dead when I shoot you in the head
There's no time to cry, now it's time to die
I am Sam; death in hand
I would not like green eggs and ham
I am Sam; Son of Sam
Your life is a flash within my hand
You're gonna be dead when I shoot you in the head
There's no time to cry; it's time to fuckin' die"
7cITfGsdjGaTP0b5oiLL0z,Saosin,You're Not Alone,0.175,0.845,Q2_Angry,"It's just like him
To wander off in the evergreen park
Slowly searching
For any sign of the ones he used to love
He says he's got nothing left to live for
(He says he's got nothing left)
And this time, I think you'll know

You're not alone
There is more to this, I know
You can make it out
You will live to tell

She's just like him
Spoiled rotten
Confused by the lies she's been fed
And she's searching for no one (but herself)
Her eyes turn to green, and she seems to be happy
That she is here
And this time, I think you'll know

You're not alone
There is more to this, I know
You can make it out
You will live to tell
You're not alone
There is more to this, I know
You can make it out

There is more to know

We're not alone
There is more to this, I know
You can make it out
You will live to tell
(So tell me)

You're not alone
There is more to this, I know
You can make it out (make it out)
You will live to tell (live to tell)
You're not alone
There is more to this, I know (and I know)
You can make it out
You will live to tell

You are not alone
You're not, you're not alone"
