track_id,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,valence,arousal,emotion
49531,-167.07411,194.58626,-44.02388,43.93683,-5.6481786,-7.271874,3.3574007,2.9163563,-6.7728257,-1.8015577,-3.72944,-3.9978683,-7.7565956,-6.013805,1.9683927,-2.325926,-5.729256,4.6078587,-2.646995,-12.310251,0.0735475474,0.7443325625,angry
147836,-90.20171,98.20752,-47.69724,37.43645,-3.5873158,0.32903862,-6.4260764,6.014798,-3.8162024,-4.417084,-5.5977063,-2.8946478,-7.860733,-0.26778474,-11.983738,2.43662,-5.927,-7.5439334,-3.5124044,-6.665354,0.1505991359,0.2134937338,sad
16765,-219.74559,203.23712,12.83022,6.225029,6.92245,-7.2306867,-7.074202,-7.9433165,-4.3838997,-6.8087163,-15.085783,-10.558501,-11.712738,-8.197981,-3.9432273,-7.5234623,-8.646179,-7.0940876,-15.043146,-11.959483,0.0349164186,0.8927211866,angry
49532,-120.380226,126.580215,-13.435477,35.343987,10.416637,-5.896699,-0.5200175,6.0595717,4.9500847,8.092212,4.484663,3.4590604,-0.8932451,2.0342398,-5.4240503,-4.569026,-7.49795,-0.7862365,-5.3031225,-2.158015,0.254299214,0.5646886968,angry
16769,-153.37515,169.90176,-7.5425377,0.8143451,3.2339146,8.638716,-7.84261,-2.1990206,-3.988,-1.6129948,-7.5865965,-8.151069,-9.450088,-8.259281,-4.310892,-3.5509012,-6.7147894,-1.1398971,-9.864894,-3.322596,0.0482427328,0.8466394386,angry
131458,-20.644438,98.65768,-3.0729706,33.4724,-7.9257364,15.308524,-3.1135256,5.533346,3.5889342,0.26494586,-3.0157306,-2.2214773,-7.416931,-0.6955795,-11.696711,-0.54703856,-8.673147,-2.7090049,-1.7954314,-2.3878496,0.0334023117,0.9524931303,angry
16771,-171.25618,133.46895,-32.98095,25.931005,-12.157381,-12.19607,-13.30059,-7.929847,-7.533374,-4.9948997,-5.070526,-5.063089,-10.483005,-4.8708663,-9.906355,-5.384855,-0.54377115,-6.0903196,-13.159372,-10.320427,0.0281438157,0.779140487,angry
16772,-363.9956,165.65187,34.255684,20.40539,20.252533,3.1004362,-1.4013958,-7.0272446,-11.194839,-6.8228426,-13.953606,-14.77812,-9.297741,-4.2000446,-6.4754534,-7.6729574,-5.14181,1.1742435,1.3629655,-1.0482279,0.0833302608,0.5799592774,angry
397,-263.26758,192.65398,17.876165,27.276718,19.38371,21.159428,16.446154,5.1993117,9.502809,8.754172,3.7229338,8.278243,10.139764,4.6152477,4.024152,5.0706882,2.8838096,5.2608466,4.6864367,6.6150575,0.252819344,0.4130542364,sad
398,-43.081757,81.29789,-27.484453,27.966625,5.1611176,5.726046,-0.5842384,13.952968,-0.26515535,2.7944973,3.0741963,-1.1339833,-5.3536057,0.0759873,-3.9313886,-1.6709151,-4.6516795,-2.2848709,-2.6409273,-0.42922923,0.0332076001,0.9894824701,angry
147885,-62.40061,60.408016,-1.385187,16.187685,-0.19210653,2.040173,-8.686646,8.6110935,-3.7112293,0.09881254,0.67702025,6.468367,3.0936298,2.7865472,-3.307255,4.615695,-0.6485608,4.152608,-1.3316607,0.6948988,0.039641258,0.216906878,sad
33200,-36.945953,115.50805,10.736304,21.318455,7.865077,9.603283,6.5192814,9.527623,3.6854732,8.022858,4.6609726,7.925087,1.7006391,5.3484454,0.22603185,4.4193487,2.3775952,4.8217506,1.6450953,4.565853,0.2512323052,0.3712297429,sad
16819,-37.210667,78.58459,-38.638145,21.44477,-7.162218,0.7727037,-1.7663535,8.301649,-7.7137966,-4.0563173,-6.530479,1.7974874,-6.752272,-6.44973,-6.1558924,-0.3046501,-7.247364,1.499202,-3.7507946,-2.4031365,0.0861365084,0.2383479416,sad
16820,-45.566498,87.451805,-45.29872,28.648214,-9.193811,-4.7619185,7.1180544,7.7320113,-8.250201,2.1593752,1.5471934,4.2437396,-3.9186149,1.5095125,-4.8186946,-8.93523,-5.799124,2.8353946,-9.525337,-6.429253,0.7881602727,0.0441512437,relaxed
16821,-73.07723,100.937515,-36.034657,27.788137,-11.941725,4.1689773,0.18284774,7.528945,-2.3156638,1.3238524,-4.027821,1.3879093,-3.899513,-1.1837287,-5.80293,-4.431954,-5.040974,-0.31973192,-8.610759,-3.7637928,0.190789711,0.1640712523,sad
16822,-128.93561,62.14928,-37.032833,21.539228,13.046313,3.4028552,-0.8938406,10.641102,-4.0523596,-4.1498837,-4.519258,0.7897022,-11.978951,-3.5072086,-5.0235896,-4.787063,-8.818133,-5.079318,-7.414678,-5.0961146,0.2532444151,0.2003375585,sad
16823,-105.46679,140.05722,7.4524,25.377516,1.1000124,2.3536396,-5.048083,-0.42434648,1.2447295,2.2306292,3.1770966,4.016467,-2.067932,2.4416482,1.0670923,3.188401,-0.91449404,-0.80687803,-0.28061363,0.8170933,0.2670295163,0.1845083868,sad
16824,-118.15176,112.00029,19.027353,17.216923,-12.694744,3.7378986,-1.9161311,-1.3635632,-4.551035,-2.6060116,-10.849527,2.8809352,-6.1431603,0.23337016,-0.11910815,0.5008328,-6.1096563,1.0758634,-3.9464884,-1.2470189,0.1360601183,0.1467337752,sad
16825,-83.52044,121.996735,-10.780287,33.319874,0.90463257,6.9314938,-1.2366284,1.3745135,-6.9355288,2.6977057,-1.2870065,2.8032246,-1.9641564,2.865065,1.1745855,6.4601765,2.2089114,-1.5360996,-5.3239117,1.8958187,0.7700094571,0.0070436969,relaxed
16826,-81.91685,140.39505,3.271749,23.354485,-10.587488,2.0328655,-8.172948,1.670656,-6.622546,-0.23668946,-4.10292,0.6098003,-3.98766,0.07576113,-2.8870072,0.16440223,-3.1175134,0.575152,-2.6740115,-0.6637455,0.1920340768,0.2542024555,sad
16827,-170.61183,136.70573,15.478974,15.895166,5.984282,1.2110237,-2.6145875,7.073241,-4.4978256,2.2015471,-4.2222753,0.21714929,-8.366808,-6.8264017,-4.5289483,-4.1407847,-4.1924953,0.2890262,1.5375,-3.094729,0.3477647197,0.2081522129,sad
16828,-112.575066,141.52754,-6.4962177,45.36333,-1.6530824,6.1181073,-3.366934,3.3583915,-4.0544367,1.1865927,1.8191514,4.196398,-1.8976996,2.2722013,1.4317396,0.144572,-3.8644733,-2.5933087,-2.06128,1.1543889,0.3677399293,0.2951264558,sad
16829,-165.79309,150.5871,7.822564,26.877117,10.598271,16.074337,-2.285655,5.5249867,-0.11248642,7.966386,6.702447,5.6950393,-1.1720036,-2.0153127,-3.8264377,3.094541,0.43802434,3.765726,3.5650153,1.5929112,0.7586315482,0.5437512413,happy
33213,-149.99567,151.78581,-18.474031,1.613313,6.7338734,-11.129314,-5.607592,-2.5450504,-15.916029,-0.93656206,-3.1819963,-0.52824485,-0.46266773,-0.23847757,0.0618373,1.7597395,-2.3433316,0.045249023,-0.92420214,-1.6598668,0.1926132843,0.2114205223,sad
33219,-91.532646,93.85623,31.331362,22.42238,8.719754,11.934959,3.6797328,11.077534,-6.2626753,2.973474,2.080333,6.406908,-0.8640375,2.3133729,-0.9957664,6.8296766,-3.2139454,-1.136214,-5.400891,-4.3456783,0.6310426834,0.1379182946,relaxed
458,-18.968082,95.06943,-39.61757,58.48533,23.24566,13.1953945,-2.2519643,5.4145756,-0.2589019,7.0037417,0.29263684,8.110847,0.8241382,-0.19810574,-2.4235735,-0.8770737,-8.088958,-3.875372,-1.7899156,8.216809,0.2535385321,0.2261673577,sad
459,5.8859744,109.15815,-3.2698824,26.032719,12.15717,13.33266,0.8799705,12.623117,1.2585672,7.227729,-3.1548188,3.8812513,-0.3358185,3.1665044,-0.7935877,1.3534868,-2.3161914,1.471144,-2.3985295,2.6005702,0.1260668531,0.1339981544,sad
16843,-51.6924,118.27763,-52.009922,19.089668,-8.278407,-9.723888,-2.1069026,4.7257404,-13.317198,1.352218,-7.9172783,-0.48663655,-4.91224,-0.79949737,-9.32311,-0.08454129,-6.4039545,-3.7144566,-4.946211,-3.3944445,0.9296188952,0.2098922735,relaxed
16848,-33.589222,65.28313,-18.214565,46.14583,2.5535536,-5.03212,-6.8128805,9.547801,-10.229784,-1.3239032,0.058275923,-1.1418388,-8.436074,-2.1899576,-9.659323,1.9681696,-4.564055,-4.7216597,-5.65704,0.38350376,0.7088659407,0.0089874678,relaxed
131538,48.89008,66.60701,-9.490422,39.831955,1.1587228,0.83145046,-0.18968412,7.932088,0.0024008106,5.123086,1.0375841,3.379163,-2.5093298,0.17003138,-7.399405,0.76306325,-6.012721,2.8434582,2.006418,0.867344,0.218290722,0.3633095777,sad
147924,-46.29968,84.051476,10.042374,15.1430645,9.756595,7.9623814,-12.310139,-9.847346,-4.452509,3.7992768,-7.2677426,-3.9368687,-3.6987686,7.5070677,3.2479758,5.443253,-2.690922,-1.7845956,-2.9373438,5.9061375,0.2229531438,0.5754643724,angry
131551,-19.5436,73.51167,7.6877193,32.995888,12.0071,25.21117,14.922467,11.409456,2.9154937,8.994728,-3.2469578,4.3651342,-3.6221633,2.2608352,-7.7922354,-2.454796,-8.243304,-0.83607835,-6.222475,0.8071436,0.2727912235,0.2270358594,sad
131552,-16.34694,53.04015,-10.662704,35.498928,6.59515,12.588758,2.8417227,5.551447,-4.4251027,1.1655678,-5.7353315,-1.1115754,-11.181364,-2.5690384,-9.103875,-5.0583735,-8.741934,-0.59350765,-5.606155,-1.4047867,0.1546003066,0.1730043357,sad
115172,-107.24686,193.16034,-35.57598,24.397873,-19.832882,-2.8508039,11.213141,-8.023692,-1.2758001,-3.6999323,-8.464784,-5.7683067,-11.547601,-11.969987,-9.817016,-4.2592874,-6.2326465,-0.27797484,-1.4819685,-3.28834,0.3488174034,0.3569577601,sad
16876,-429.33414,173.81097,7.941379,17.748562,9.079016,-4.385696,1.9058658,1.7956944,-6.668939,-3.5947943,-2.424913,0.031165846,0.67890584,1.5091486,-2.9530962,-4.620427,-5.2717876,-0.61574054,0.73250335,-1.0424618,0.0430538151,0.3409990466,sad
33301,-189.76865,135.69228,38.381844,53.11891,14.703888,16.396833,-2.141192,4.7386975,-1.3214658,-0.6510739,-7.9921007,-18.336584,-5.747427,-2.1715631,6.2262645,1.9758503,1.0862153,0.89705646,-14.990518,-13.365537,0.7335055159,0.7572551846,happy
535,-223.8721,147.55962,13.936076,52.043293,-11.962957,-1.7459742,14.697119,-11.969549,-11.8767395,-1.6334494,0.030197462,-5.826131,-10.600507,-0.41380826,-9.151841,-3.2635972,-4.7761645,-1.439539,-1.1794708,-0.5863277,0.5326324643,0.8723790415,happy
82467,-187.44598,146.97246,-40.24634,50.037643,-14.379068,19.720116,6.6193204,3.1302264,4.51521,7.853862,-2.5830977,-2.7647655,-6.996443,-3.0565748,-5.5984387,-6.135437,-8.138876,-6.647591,-5.150727,1.0584472,0.8463134804,0.4449207172,relaxed
82469,-239.89278,125.38134,-26.787834,55.68438,-8.680406,22.335505,4.487452,4.0070295,3.6366463,1.6963731,-2.7652383,-3.7640324,-2.3327978,-2.41993,-0.9424132,-1.8111346,-3.9694164,-4.7279024,-6.5999193,-1.6584896,0.039938682,0.5410397893,angry
550,-176.12048,117.841255,11.987157,28.005373,10.714021,0.7695577,-8.808472,10.030835,-0.83251065,-0.06715895,-4.530713,2.6325598,-5.079245,-0.7567488,-6.6966114,-3.246033,-5.8986244,-2.159546,-5.8110676,-2.464028,0.1175977314,0.2869405462,sad
33335,-198.74617,133.93805,15.437082,36.42655,0.9130414,13.512357,-7.4831004,2.0264888,0.03590014,3.6751983,1.1349515,3.0195665,-2.1392121,2.7767122,-2.2575765,-1.7595196,-4.731779,2.457835,-2.410907,0.8523195,0.6382050743,0.4848943949,relaxed
148028,-90.979836,88.59813,46.15677,3.821862,-1.2632072,2.5687554,-9.271351,5.0068088,-2.7235806,10.454178,-4.795689,4.665341,-0.8950132,2.088022,2.3552494,-1.8723922,-3.8755994,1.7667183,-3.215799,3.0739331,0.3771696974,0.5234081405,angry
131650,-20.765497,69.02357,-9.481725,28.674774,-2.4245138,11.556164,-0.45769492,-3.132972,-1.7684174,5.4912925,-5.744426,1.1197859,-5.864777,-4.323548,-2.6766748,-3.6165657,-9.032186,1.3749143,-9.574904,-3.2751093,0.4905165083,0.2506732431,sad
584,-129.79387,123.76022,9.800239,28.916992,15.848986,9.769034,2.6288538,11.788001,-2.4281006,7.487618,3.2174253,3.7206292,-0.31977814,-0.2641934,-2.539761,0.60855144,-2.4046812,-0.15684232,-4.6704297,-1.6499813,0.9108207732,0.4357120518,relaxed
585,-172.2952,130.95033,14.293471,37.788982,14.604403,20.180737,8.656486,9.5157175,5.777757,6.511853,3.5792515,6.2727847,-0.031527318,5.0559254,0.6436669,2.106179,-0.646155,1.2782923,-1.2983553,0.51805806,0.0617962599,0.9720856699,angry
66124,-11.501788,99.30776,-33.097054,29.007673,-5.400419,1.0187724,-12.425949,1.7889138,-10.969405,-1.8023114,-7.350975,-0.12972128,-4.098608,-3.600626,-7.972512,0.37911487,-10.115499,1.2384627,-1.4498792,0.2559455,0.2022597185,0.9397064969,angry
590,-163.46626,124.82577,10.010784,24.809387,4.3571715,15.633663,2.5866773,-2.061617,-8.574178,0.3649117,-12.105154,-2.3983352,-9.070298,-6.607392,-7.4742813,-5.055112,-6.2556725,0.4521621,-5.8255525,1.3513552,0.1425962452,0.9386526141,angry
672,-105.28156,103.58259,24.46665,30.95737,7.9033422,11.590922,-6.6356764,9.691456,-5.240215,2.1142967,-5.858835,-0.4472887,-3.5535028,2.0404549,-2.7407107,1.9949127,-0.23653759,-0.40605542,-2.7112827,-2.0047827,0.5770688544,0.2434517278,relaxed
673,-105.89178,102.05499,24.754553,30.593777,7.822109,11.322206,-6.8124275,9.325175,-5.7017183,1.9766186,-6.102853,-0.38656756,-3.7667391,1.9000955,-2.9038072,1.8000842,-0.510624,-0.66481966,-2.791392,-2.134521,0.074577945,0.0669245556,sad
674,-69.98935,72.66853,13.33111,26.022827,3.7225912,6.135719,-6.300061,1.5913203,-3.4081788,-1.2854208,-3.1054223,-1.5561724,-2.126873,-2.465455,-3.5623412,-0.074763626,-5.680389,0.3703669,-4.1096168,-0.4969039,0.1079464553,0.0794868304,sad
17057,-41.24325,115.66765,-50.146282,33.228878,-1.9512131,-4.0565267,-4.2600884,8.22628,-6.889044,11.49654,-4.314404,4.366142,-5.6620135,2.2951293,-3.5859795,0.036332134,-1.1310052,-3.1527834,-9.342246,-1.1934309,0.0985764972,0.3425785835,sad
676,-102.5207,102.12766,28.492254,24.230612,8.75178,13.16927,2.2658308,24.054955,-9.87429,0.31823352,-6.80864,-3.3505106,2.490152,1.6236826,-2.138376,5.158362,-3.828269,0.74929076,2.5149274,-2.1477284,0.3569842466,0.2513276736,sad
677,-102.38216,101.518295,28.559448,22.975718,8.67558,12.7475395,1.30917,23.66514,-10.583532,0.0033443773,-7.7338705,-4.0411124,2.0446358,1.0870826,-2.1550756,5.0713663,-3.9290981,0.40948436,2.3605404,-2.7519872,0.3192393982,0.0350171505,sad
148131,-63.531593,91.546524,0.9410795,16.542717,6.8509474,7.8652425,-6.69881,4.862827,-2.8904643,-6.1942225,-7.3265023,-5.139789,-10.609784,6.7042437,1.652832,3.868929,0.013418964,1.1911452,-4.8465676,1.9650192,0.0399321212,0.0210673625,sad
679,-82.19799,107.486176,5.1066008,28.064283,4.166101,8.503712,-3.6543887,11.091378,-11.919428,-0.5212878,-1.9851841,-0.8213935,-2.3490338,4.281877,-0.26228604,6.018989,-3.536958,2.2341459,-1.8895133,-2.973304,0.2051829532,0.4245642816,sad
680,-183.45087,105.2988,46.786205,37.956448,19.194666,17.501673,7.9254255,9.065237,3.4090495,7.1209774,-5.062137,0.3932978,-4.120392,0.7218081,-10.310537,-0.4036668,-5.2145367,-8.425786,-7.7068133,3.3286977,0.6943441968,0.0575404526,relaxed
681,-182.9888,105.43459,46.79883,37.9118,19.134115,17.381697,8.019378,8.885111,3.2842705,7.138601,-4.963324,0.4550665,-3.9858642,0.772251,-10.353647,-0.4325927,-5.205381,-8.378067,-7.6419783,3.2677658,0.3769774443,0.4860880871,sad
98983,-74.01009,50.5534,7.1620774,23.524805,7.801629,19.507671,2.2427094,1.9571742,1.8058543,4.290578,-1.9189693,4.8181267,-2.433093,5.9291673,2.9161377,9.161001,5.05922,4.629592,-0.07827175,5.520839,0.5215820055,0.1312602862,relaxed
98984,-41.72815,72.79613,12.550568,13.113664,-9.987322,15.811019,4.280958,12.50565,0.5789838,9.385637,1.5768745,10.362166,0.6395898,5.4943824,1.9765934,9.671602,2.2831483,6.5020485,-4.40708,-4.335234,0.8506392186,0.4309547519,relaxed
684,-129.72263,105.56192,23.300684,35.90621,4.116144,14.903678,-1.6609751,8.490292,-8.093798,0.24723694,-2.3552794,-1.4566473,-2.0270832,1.1862644,-4.9502945,0.3793147,-3.2535,-0.7327069,-3.8134303,-2.8658113,0.5096621292,0.1683930193,relaxed
686,-104.02537,89.295265,4.924196,29.910917,-5.909407,3.2494297,-5.9888315,1.0185335,-13.079696,-8.201542,-7.303082,0.033911142,-4.9401746,-1.8601348,-4.9231944,-0.103369005,-4.29275,0.15517285,-1.3714845,4.159843,0.2525714531,0.061000622,sad
148145,-92.58427,84.56773,-10.086193,18.14648,-11.186994,3.9545202,-7.435455,11.405494,-3.331253,2.219192,-5.3213973,-1.7540208,-0.45003232,-0.77654403,-8.440357,-2.020848,-8.270035,-2.5665588,-7.9879107,-3.241226,0.2408233784,0.3337205089,sad
690,-12.37392,67.11761,-47.26245,59.982803,15.456128,24.901499,11.001298,9.881911,9.988841,1.4193952,-1.4799471,7.4647894,-2.6937752,0.42976248,-4.397012,1.501338,-4.637231,-0.93676794,-0.73029155,-0.6138783,0.517176346,0.259907492,relaxed
33459,-118.59675,99.13497,4.84078,27.145565,8.76448,5.76706,-5.122334,7.074042,-0.5596306,0.65329504,-4.202542,1.7706298,-4.204166,-1.5222379,-7.8622375,0.7895,-5.2422843,-2.605605,-10.49768,-3.9271212,0.1224173219,0.0596131071,sad
33460,-289.69418,106.03338,11.224842,18.30863,18.736208,12.67637,-7.3482404,7.307882,-1.8329359,-5.039415,-8.072092,-4.1606746,-7.2913365,-3.2666743,-15.518878,-7.352187,-11.361275,-7.808861,-9.148024,-14.0925665,0.3398685308,0.1165388521,sad
33461,-121.97748,112.93388,-28.112286,29.00754,23.219755,-1.1557181,-1.7457246,12.286946,-1.2297707,2.426278,-5.7028427,-0.29898372,-1.6862844,-2.3512652,-10.641157,-2.558799,-8.416921,-4.619053,-10.943507,-5.2081447,0.1783694552,0.2716163948,sad
694,-65.66793,62.118877,5.0978127,15.951895,10.618124,10.171562,-6.4866996,8.9388895,-5.436908,4.300424,0.124172665,5.6593747,-1.401582,5.6284823,0.51810443,5.7907963,-0.019200733,3.5749555,-1.5590209,4.8408127,0.146380735,0.183197095,sad
695,-37.280052,70.34362,-11.415428,17.624418,-5.322256,12.034175,11.3994875,6.4938245,3.3692837,7.5700116,3.0021272,11.435122,3.7734807,6.0993433,-0.94628346,4.3297086,-2.7573526,1.4326046,-2.310947,6.0778775,0.1438152772,0.1258033776,sad
696,60.13824,68.69187,17.456171,21.774826,-3.2571805,7.3228164,-0.46378326,-1.0580679,-8.811044,-1.1338607,-7.757357,0.7699694,-9.336039,-0.174106,-7.374699,-3.273362,-9.584703,-1.1602465,-6.1542106,-2.4797032,0.4347772115,0.3434554245,sad
33463,-285.61896,103.21028,3.0422373,36.262703,14.233968,10.219211,-3.3873978,11.683894,-4.116608,0.86103266,-5.0640693,-0.1987786,-1.3155361,-2.2090278,-9.354149,-2.0552118,-7.5772853,-0.57379526,-7.004248,-1.2018124,0.4842236604,0.1289927395,sad
698,39.998047,88.94622,6.9242926,20.70275,-7.7940507,4.3072705,-8.530894,-4.1938667,-8.003112,-0.26999614,-9.345269,-2.8223314,-10.436246,-4.1718163,-9.301453,-2.6737447,-6.735777,-0.77871525,-6.3342934,-2.4073246,0.3809198059,0.7112310951,angry
33464,-229.43547,95.43589,5.426698,37.396576,15.992208,-1.217943,0.5832676,11.572149,-1.1774646,1.5541947,-6.3661995,0.55379117,-2.8564787,-0.09834118,-8.312664,-2.4088488,-8.761525,-6.6978216,-8.14002,-3.7904408,0.6163680635,0.3039368772,relaxed
33466,-244.77652,97.18763,11.854625,34.92879,21.792305,6.71355,3.666839,13.670872,-4.03665,2.8093553,-4.3998733,-3.0296156,-1.4014337,0.1068786,-11.3814945,-2.0053098,-7.15186,-1.2638229,-4.307461,-7.3553147,0.5036354927,0.1768836222,relaxed
703,-32.546215,123.13487,-1.156521,20.005232,3.2919147,18.585573,0.11359253,-0.2717688,-4.056437,-0.8839058,-6.5477495,-4.58561,-11.296953,-6.638526,-10.0148,-4.4116898,-8.8180685,-1.554322,-3.931478,-1.5088124,0.5949017447,0.2547169323,relaxed
33467,-153.11452,145.91522,-55.8628,29.25334,0.45910296,-5.589538,-11.8162775,-6.461401,-13.821169,-10.106912,-11.766696,-4.7088428,-2.7290502,0.60381013,-11.865622,-11.432822,-17.568398,-14.323053,-9.932408,-8.11818,0.2812481638,0.5908228338,angry
33465,-247.32571,77.21682,26.9161,40.100197,15.109429,19.873734,9.7552805,13.391302,4.490916,3.4664774,-1.2207452,4.6835303,1.9955952,1.8920472,-4.2260556,0.9109537,-2.2061095,1.5247924,-5.078626,-0.52356297,0.3895606555,0.1136564697,sad
115388,-79.43542,64.43672,9.530374,19.71582,0.03917937,0.75770545,-12.851181,-3.9638298,-6.8782883,8.018044,1.0221914,8.295207,11.021931,21.08428,1.5550869,-3.3386052,-7.6965714,2.2156708,0.42782378,5.0869374,0.1870659257,0.6419754173,angry
49857,-182.17805,133.594,-5.5097823,32.344135,3.4571724,3.4285295,3.0983565,6.4405823,4.059634,4.476931,-4.0319624,12.996133,-6.700833,5.860047,-1.9217141,6.76421,4.5100904,3.668568,8.17044,2.3947763,0.3782501032,0.2122345242,sad
714,-116.93731,130.13185,9.13244,49.30474,8.336661,-10.229381,13.756636,-7.7029977,1.4104611,1.563292,9.355649,3.9913826,-6.0520606,-5.0026855,-8.722642,-7.0113525,-11.393479,-4.1708355,-9.731405,2.8512592,0.4708601967,0.1422503769,sad
715,-220.66833,190.15703,0.6641578,-2.62884,-10.610316,-4.0365543,-11.51501,2.1688895,-8.556474,-12.047455,-1.8724856,-10.845837,-20.047632,-4.0142508,8.022811,9.903716,12.04011,4.7123804,-1.1965505,-2.1208913,0.6857585992,0.4142781931,relaxed
